muertra 1;1mol;muestra 2;2mol;muestra 3;5mol;;6mol;;8mol;incognita;
lambda_1;abs_1;lambda_2;abs_2;lambda_5;abs_5;lambda_6;abs_6;lambda_8;abs_8;lambda_i;abs_i
547.91477;0.00711;547.91477;0.01712;547.91477;0.03986;547.91477;0.04986;547.91477;0.07375;547.91477;0.03654
548.38681;0.00706;548.38681;0.01718;548.38681;0.03869;548.38681;0.04888;548.38681;0.07203;548.38681;0.03579
548.85888;0.00684;548.85888;0.01678;548.85888;0.03795;548.85888;0.04761;548.85888;0.07053;548.85888;0.03468
549.33099;0.00681;549.33099;0.01652;549.33099;0.03758;549.33099;0.04692;549.33099;0.06945;549.33099;0.0342
549.80314;0.00634;549.80314;0.0163;549.80314;0.03661;549.80314;0.04585;549.80314;0.0676;549.80314;0.03317
550.27533;0.00597;550.27533;0.01564;550.27533;0.03591;550.27533;0.04463;550.27533;0.0661;550.27533;0.03279
550.74756;0.00596;550.74756;0.01534;550.74756;0.03537;550.74756;0.0437;550.74756;0.06488;550.74756;0.03239
551.21983;0.00572;551.21983;0.01529;551.21983;0.03479;551.21983;0.04306;551.21983;0.06373;551.21983;0.032
551.69214;0.00541;551.69214;0.01481;551.69214;0.03441;551.69214;0.04242;551.69214;0.06227;551.69214;0.03175
552.16448;0.00564;552.16448;0.01458;552.16448;0.03343;552.16448;0.04179;552.16448;0.0612;552.16448;0.0313
552.63686;0.0047;552.63686;0.01379;552.63686;0.03222;552.63686;0.04025;552.63686;0.05958;552.63686;0.03014
553.10929;0.00464;553.10929;0.01341;553.10929;0.03154;553.10929;0.03924;553.10929;0.05806;553.10929;0.02949
553.58175;0.00436;553.58175;0.01318;553.58175;0.03062;553.58175;0.03809;553.58175;0.05671;553.58175;0.02839
554.05425;0.00439;554.05425;0.01277;554.05425;0.02983;554.05425;0.03758;554.05425;0.05586;554.05425;0.02826
554.52679;0.00494;554.52679;0.01263;554.52679;0.02961;554.52679;0.037;554.52679;0.05529;554.52679;0.02802
554.99937;0.00476;554.99937;0.01265;554.99937;0.02888;554.99937;0.03607;554.99937;0.0538;554.99937;0.02769
555.47199;0.00496;555.47199;0.01257;555.47199;0.02815;555.47199;0.03494;555.47199;0.0523;555.47199;0.02741
555.94464;0.00492;555.94464;0.01233;555.94464;0.02769;555.94464;0.03427;555.94464;0.05115;555.94464;0.02679
556.41734;0.00452;556.41734;0.01194;556.41734;0.02725;556.41734;0.03352;556.41734;0.04992;556.41734;0.0263
556.89008;0.00412;556.89008;0.01145;556.89008;0.02646;556.89008;0.03251;556.89008;0.04873;556.89008;0.02515
557.36285;0.00345;557.36285;0.01092;557.36285;0.02562;557.36285;0.03158;557.36285;0.0475;557.36285;0.02441
557.83566;0.0033;557.83566;0.01075;557.83566;0.02484;557.83566;0.03058;557.83566;0.04669;557.83566;0.0241
558.30852;0.00358;558.30852;0.01051;558.30852;0.02441;558.30852;0.03022;558.30852;0.04588;558.30852;0.02417
558.78141;0.00355;558.78141;0.0101;558.78141;0.02388;558.78141;0.02942;558.78141;0.04472;558.78141;0.02363
559.25434;0.00358;559.25434;0.01012;559.25434;0.02323;559.25434;0.02865;559.25434;0.04369;559.25434;0.02323
559.72731;0.00379;559.72731;0.01029;559.72731;0.0233;559.72731;0.02871;559.72731;0.04277;559.72731;0.02295
560.20033;0.00366;560.20033;0.01;560.20033;0.02285;560.20033;0.02813;560.20033;0.04208;560.20033;0.02254
560.67338;0.00352;560.67338;0.00955;560.67338;0.02209;560.67338;0.0272;560.67338;0.04093;560.67338;0.02193
561.14647;0.00329;561.14647;0.00903;561.14647;0.02139;561.14647;0.02661;561.14647;0.03986;561.14647;0.02125
561.6196;0.00324;561.6196;0.009;561.6196;0.02059;561.6196;0.02563;561.6196;0.03866;561.6196;0.02084
562.09276;0.00337;562.09276;0.00878;562.09276;0.02018;562.09276;0.02541;562.09276;0.03802;562.09276;0.02084
562.56597;0.0035;562.56597;0.00871;562.56597;0.01991;562.56597;0.02498;562.56597;0.0375;562.56597;0.02025
563.03922;0.0032;563.03922;0.00859;563.03922;0.01941;563.03922;0.02407;563.03922;0.03669;563.03922;0.01942
563.51251;0.00258;563.51251;0.00868;563.51251;0.01899;563.51251;0.02366;563.51251;0.03592;563.51251;0.01938
563.98584;0.00239;563.98584;0.0085;563.98584;0.01831;563.98584;0.02277;563.98584;0.03446;563.98584;0.01878
564.45921;0.0024;564.45921;0.00805;564.45921;0.01808;564.45921;0.02239;564.45921;0.03351;564.45921;0.01834
564.93261;0.00228;564.93261;0.00784;564.93261;0.01774;564.93261;0.02168;564.93261;0.03254;564.93261;0.01781
565.40606;0.00178;565.40606;0.00751;565.40606;0.01701;565.40606;0.02133;565.40606;0.0318;565.40606;0.017
565.87955;0.0021;565.87955;0.00757;565.87955;0.01658;565.87955;0.02102;565.87955;0.03148;565.87955;0.0171
566.35307;0.00205;566.35307;0.00731;566.35307;0.01605;566.35307;0.02055;566.35307;0.03069;566.35307;0.01653
566.82664;0.00233;566.82664;0.00743;566.82664;0.01588;566.82664;0.01999;566.82664;0.03034;566.82664;0.01645
567.30025;0.00224;567.30025;0.00783;567.30025;0.01593;567.30025;0.01984;567.30025;0.02975;567.30025;0.01617
567.77389;0.00197;567.77389;0.00754;567.77389;0.01545;567.77389;0.01934;567.77389;0.02863;567.77389;0.01592
568.24758;0.00192;568.24758;0.00729;568.24758;0.01514;568.24758;0.01939;568.24758;0.02812;568.24758;0.01606
568.72131;0.00183;568.72131;0.00714;568.72131;0.01489;568.72131;0.01881;568.72131;0.02771;568.72131;0.01581
569.19507;0.00166;569.19507;0.0065;569.19507;0.01448;569.19507;0.01772;569.19507;0.02671;569.19507;0.01542
569.66888;0.0011;569.66888;0.0061;569.66888;0.01379;569.66888;0.01726;569.66888;0.02608;569.66888;0.01472
570.14273;0.00121;570.14273;0.00623;570.14273;0.01387;570.14273;0.01704;570.14273;0.0254;570.14273;0.01466
570.61661;0.00182;570.61661;0.00594;570.61661;0.01365;570.61661;0.01676;570.61661;0.0249;570.61661;0.0149
571.09054;0.00225;571.09054;0.006;571.09054;0.0133;571.09054;0.01647;571.09054;0.02452;571.09054;0.01475
571.56451;0.00277;571.56451;0.00629;571.56451;0.01309;571.56451;0.0162;571.56451;0.02396;571.56451;0.0145
572.03851;0.00235;572.03851;0.006;572.03851;0.01218;572.03851;0.0155;572.03851;0.02305;572.03851;0.014
572.51256;0.00218;572.51256;0.00601;572.51256;0.01164;572.51256;0.01474;572.51256;0.02261;572.51256;0.01393
572.98665;0.0018;572.98665;0.00565;572.98665;0.01158;572.98665;0.01466;572.98665;0.02226;572.98665;0.01395
573.46078;0.0021;573.46078;0.00562;573.46078;0.01182;573.46078;0.01464;573.46078;0.02213;573.46078;0.01361
573.93495;0.00222;573.93495;0.00543;573.93495;0.01129;573.93495;0.01403;573.93495;0.02123;573.93495;0.01359
574.40916;0.0023;574.40916;0.00525;574.40916;0.01116;574.40916;0.01362;574.40916;0.02071;574.40916;0.01373
574.88341;0.00213;574.88341;0.00514;574.88341;0.01107;574.88341;0.01336;574.88341;0.02037;574.88341;0.01377
575.3577;0.00198;575.3577;0.00534;575.3577;0.01108;575.3577;0.01338;575.3577;0.01975;575.3577;0.01347
575.83203;0.00137;575.83203;0.00514;575.83203;0.01057;575.83203;0.01308;575.83203;0.01936;575.83203;0.01331
576.3064;0.00107;576.3064;0.00501;576.3064;0.01041;576.3064;0.0128;576.3064;0.01942;576.3064;0.01283
576.78081;0.001;576.78081;0.00491;576.78081;0.01025;576.78081;0.01273;576.78081;0.01899;576.78081;0.01279
577.25526;0.00056;577.25526;0.0047;577.25526;0.00947;577.25526;0.01178;577.25526;0.01785;577.25526;0.01201
577.72976;0.00051;577.72976;0.00451;577.72976;0.00878;577.72976;0.01153;577.72976;0.01722;577.72976;0.0118
578.20429;0.00001;578.20429;0.00424;578.20429;0.00837;578.20429;0.0108;578.20429;0.01664;578.20429;0.01135
578.67887;-0.00011;578.67887;0.00428;578.67887;0.00828;578.67887;0.01049;578.67887;0.01629;578.67887;0.01094
579.15348;0.00046;579.15348;0.00451;579.15348;0.00848;579.15348;0.01052;579.15348;0.01598;579.15348;0.01121
579.62814;0.00104;579.62814;0.00463;579.62814;0.00861;579.62814;0.01061;579.62814;0.01594;579.62814;0.01143
580.10284;0.00092;580.10284;0.00406;580.10284;0.008;580.10284;0.01016;580.10284;0.01519;580.10284;0.01093
580.57757;0.00115;580.57757;0.00372;580.57757;0.00768;580.57757;0.00957;580.57757;0.01449;580.57757;0.01062
581.05235;0.00127;581.05235;0.00417;581.05235;0.00744;581.05235;0.00977;581.05235;0.01422;581.05235;0.0103
581.52717;0.00074;581.52717;0.00394;581.52717;0.00707;581.52717;0.00918;581.52717;0.01404;581.52717;0.00975
582.00203;0.00049;582.00203;0.00329;582.00203;0.0069;582.00203;0.00872;582.00203;0.01362;582.00203;0.0098
582.47693;0.00069;582.47693;0.00319;582.47693;0.00707;582.47693;0.00901;582.47693;0.01363;582.47693;0.00987
582.95188;0.00069;582.95188;0.00309;582.95188;0.0069;582.95188;0.00864;582.95188;0.01331;582.95188;0.00973
583.42686;0.00095;583.42686;0.0036;583.42686;0.00721;583.42686;0.0087;583.42686;0.01304;583.42686;0.00974
583.90189;0.0007;583.90189;0.00346;583.90189;0.00674;583.90189;0.00832;583.90189;0.0125;583.90189;0.00925
584.37695;0.00114;584.37695;0.00388;584.37695;0.00682;584.37695;0.00835;584.37695;0.01243;584.37695;0.00977
584.85206;0.00093;584.85206;0.00407;584.85206;0.00682;584.85206;0.00803;584.85206;0.01219;584.85206;0.00968
585.32721;0.00111;585.32721;0.00386;585.32721;0.00686;585.32721;0.00803;585.32721;0.01207;585.32721;0.0095
585.8024;0.00116;585.8024;0.0037;585.8024;0.00692;585.8024;0.00796;585.8024;0.01193;585.8024;0.00953
586.27763;0.00085;586.27763;0.00347;586.27763;0.00659;586.27763;0.00762;586.27763;0.01125;586.27763;0.00927
586.7529;0.0004;586.7529;0.00297;586.7529;0.00584;586.7529;0.00745;586.7529;0.011;586.7529;0.00892
587.22821;-0.00021;587.22821;0.00253;587.22821;0.00538;587.22821;0.00703;587.22821;0.01042;587.22821;0.00893
587.70357;-0.00041;587.70357;0.0026;587.70357;0.00523;587.70357;0.0065;587.70357;0.01036;587.70357;0.00854
588.17896;-0.00068;588.17896;0.00228;588.17896;0.00476;588.17896;0.00598;588.17896;0.00979;588.17896;0.00812
588.6544;-0.00005;588.6544;0.00268;588.6544;0.00515;588.6544;0.0064;588.6544;0.01;588.6544;0.0083
589.12988;0.00025;589.12988;0.00329;589.12988;0.00539;589.12988;0.00635;589.12988;0.01017;589.12988;0.00864
589.6054;0.00038;589.6054;0.00339;589.6054;0.00571;589.6054;0.00636;589.6054;0.01032;589.6054;0.00915
590.08096;0.00018;590.08096;0.00349;590.08096;0.00577;590.08096;0.00672;590.08096;0.01045;590.08096;0.00929
590.55656;0.00015;590.55656;0.00349;590.55656;0.00551;590.55656;0.00643;590.55656;0.00986;590.55656;0.00901
591.03221;0.00011;591.03221;0.00392;591.03221;0.00504;591.03221;0.00637;591.03221;0.0095;591.03221;0.00874
591.5079;0.00018;591.5079;0.00383;591.5079;0.00523;591.5079;0.00635;591.5079;0.00923;591.5079;0.0082
591.98362;0.0002;591.98362;0.00354;591.98362;0.00512;591.98362;0.00603;591.98362;0.00894;591.98362;0.00806
592.45939;0.00022;592.45939;0.00325;592.45939;0.00501;592.45939;0.00571;592.45939;0.00866;592.45939;0.00792
592.93521;0.00016;592.93521;0.00309;592.93521;0.00484;592.93521;0.00558;592.93521;0.00838;592.93521;0.00793
593.41106;-0.00005;593.41106;0.00276;593.41106;0.00459;593.41106;0.00529;593.41106;0.00798;593.41106;0.00777
593.88695;0;593.88695;0.00239;593.88695;0.00444;593.88695;0.00528;593.88695;0.00781;593.88695;0.00716
594.36289;0.00044;594.36289;0.0024;594.36289;0.00459;594.36289;0.00541;594.36289;0.00811;594.36289;0.00705
594.83887;0.00057;594.83887;0.00239;594.83887;0.00456;594.83887;0.00532;594.83887;0.008;594.83887;0.00703
595.31489;0.0002;595.31489;0.00244;595.31489;0.00446;595.31489;0.00534;595.31489;0.00765;595.31489;0.0065
595.79095;-0.00009;595.79095;0.00244;595.79095;0.00431;595.79095;0.00522;595.79095;0.00757;595.79095;0.00647
596.26706;-0.00075;596.26706;0.00189;596.26706;0.00381;596.26706;0.00461;596.26706;0.00685;596.26706;0.00622
596.7432;-0.00082;596.7432;0.00179;596.7432;0.0035;596.7432;0.00457;596.7432;0.00665;596.7432;0.00606
597.21939;-0.00067;597.21939;0.00188;597.21939;0.00368;597.21939;0.00441;597.21939;0.00668;597.21939;0.00607
597.69562;-0.00059;597.69562;0.00163;597.69562;0.00341;597.69562;0.00389;597.69562;0.00636;597.69562;0.00606
598.17189;-0.00039;598.17189;0.00172;598.17189;0.00346;598.17189;0.00419;598.17189;0.00639;598.17189;0.00585
598.64821;-0.00084;598.64821;0.00166;598.64821;0.00346;598.64821;0.00386;598.64821;0.00621;598.64821;0.00574
599.12457;-0.00049;599.12457;0.00178;599.12457;0.00331;599.12457;0.00349;599.12457;0.00576;599.12457;0.00578
599.60096;-0.00059;599.60096;0.00188;599.60096;0.0036;599.60096;0.00361;599.60096;0.00597;599.60096;0.006
600.07741;-0.00114;600.07741;0.0017;600.07741;0.00364;600.07741;0.00402;600.07741;0.00582;600.07741;0.00615
600.55389;-0.00121;600.55389;0.00209;600.55389;0.00362;600.55389;0.00398;600.55389;0.0057;600.55389;0.00664
601.03041;-0.00101;601.03041;0.00226;601.03041;0.00357;601.03041;0.00368;601.03041;0.00567;601.03041;0.00683
601.50698;-0.00118;601.50698;0.0022;601.50698;0.00346;601.50698;0.00325;601.50698;0.00507;601.50698;0.00655
601.98359;-0.00089;601.98359;0.00253;601.98359;0.00331;601.98359;0.00318;601.98359;0.0051;601.98359;0.00655
602.46025;-0.00065;602.46025;0.00248;602.46025;0.00339;602.46025;0.00342;602.46025;0.00549;602.46025;0.00658
602.93694;-0.00071;602.93694;0.00172;602.93694;0.0027;602.93694;0.00291;602.93694;0.00486;602.93694;0.00623
603.41368;-0.00066;603.41368;0.00129;603.41368;0.00227;603.41368;0.00291;603.41368;0.00443;603.41368;0.00604
603.89046;-0.00097;603.89046;0.00085;603.89046;0.00197;603.89046;0.00248;603.89046;0.00415;603.89046;0.00558
604.36728;-0.00108;604.36728;0.00099;604.36728;0.00219;604.36728;0.00214;604.36728;0.00387;604.36728;0.00566
604.84415;-0.00116;604.84415;0.00103;604.84415;0.00214;604.84415;0.00236;604.84415;0.00391;604.84415;0.00564
605.32105;-0.00066;605.32105;0.00154;605.32105;0.00269;605.32105;0.00277;605.32105;0.0042;605.32105;0.0058
605.798;-0.00001;605.798;0.00194;605.798;0.00324;605.798;0.00309;605.798;0.00435;605.798;0.006
606.275;0.00012;606.275;0.00199;606.275;0.0029;606.275;0.00315;606.275;0.00447;606.275;0.00612
606.75203;0.00005;606.75203;0.0017;606.75203;0.00281;606.75203;0.00308;606.75203;0.00404;606.75203;0.00593
607.22911;-0.00016;607.22911;0.00173;607.22911;0.00286;607.22911;0.00291;607.22911;0.00384;607.22911;0.00577
607.70623;-0.00023;607.70623;0.00191;607.70623;0.00243;607.70623;0.00324;607.70623;0.00376;607.70623;0.0058
608.18339;-0.00078;608.18339;0.00206;608.18339;0.00236;608.18339;0.0033;608.18339;0.00406;608.18339;0.00572
608.6606;-0.0011;608.6606;0.00203;608.6606;0.00221;608.6606;0.00323;608.6606;0.00381;608.6606;0.0054
609.13785;-0.00099;609.13785;0.0019;609.13785;0.00201;609.13785;0.00282;609.13785;0.00341;609.13785;0.00492
609.61514;-0.00086;609.61514;0.00152;609.61514;0.00228;609.61514;0.00272;609.61514;0.00321;609.61514;0.00486
610.09247;-0.00093;610.09247;0.00152;610.09247;0.00234;610.09247;0.00242;610.09247;0.00348;610.09247;0.00521
610.56985;-0.00105;610.56985;0.00122;610.56985;0.00238;610.56985;0.00232;610.56985;0.0038;610.56985;0.00548
611.04727;-0.00058;611.04727;0.00134;611.04727;0.00246;611.04727;0.00232;611.04727;0.0041;611.04727;0.00585
611.52474;-0.00071;611.52474;0.00102;611.52474;0.0019;611.52474;0.00155;611.52474;0.00359;611.52474;0.00518
612.00224;-0.00091;612.00224;0.00118;612.00224;0.00189;612.00224;0.00153;612.00224;0.00339;612.00224;0.005
612.47979;-0.00084;612.47979;0.00155;612.47979;0.00209;612.47979;0.00194;612.47979;0.00337;612.47979;0.0053
612.95739;-0.00041;612.95739;0.0016;612.95739;0.00243;612.95739;0.00229;612.95739;0.00348;612.95739;0.00503
613.43502;-0.00052;613.43502;0.00131;613.43502;0.00241;613.43502;0.00237;613.43502;0.00359;613.43502;0.00481
613.9127;-0.00069;613.9127;0.00088;613.9127;0.00185;613.9127;0.00181;613.9127;0.00325;613.9127;0.00472
614.39042;-0.00081;614.39042;0.00102;614.39042;0.00191;614.39042;0.00162;614.39042;0.00299;614.39042;0.00484
614.86819;-0.001;614.86819;0.0011;614.86819;0.00186;614.86819;0.0015;614.86819;0.00288;614.86819;0.00508
615.346;-0.00119;615.346;0.00111;615.346;0.00174;615.346;0.00155;615.346;0.00295;615.346;0.00553
615.82385;-0.00128;615.82385;0.00129;615.82385;0.0018;615.82385;0.00199;615.82385;0.00319;615.82385;0.00554
616.30175;-0.00118;616.30175;0.00145;616.30175;0.00177;616.30175;0.002;616.30175;0.00293;616.30175;0.00544
616.77968;-0.00124;616.77968;0.00161;616.77968;0.00185;616.77968;0.00212;616.77968;0.00285;616.77968;0.00486
617.25767;-0.00149;617.25767;0.00145;617.25767;0.00173;617.25767;0.00222;617.25767;0.00254;617.25767;0.00432
617.73569;-0.0014;617.73569;0.00144;617.73569;0.0017;617.73569;0.00219;617.73569;0.00229;617.73569;0.00409
618.21376;-0.00142;618.21376;0.00145;618.21376;0.00182;618.21376;0.00243;618.21376;0.00283;618.21376;0.00421
618.69187;-0.00126;618.69187;0.00136;618.69187;0.00175;618.69187;0.00225;618.69187;0.00296;618.69187;0.00455
619.17003;-0.00095;619.17003;0.00161;619.17003;0.00172;619.17003;0.00227;619.17003;0.00309;619.17003;0.00473
619.64823;-0.00069;619.64823;0.00193;619.64823;0.00201;619.64823;0.0025;619.64823;0.00317;619.64823;0.005
620.12647;-0.00066;620.12647;0.00182;620.12647;0.00163;620.12647;0.00214;620.12647;0.00292;620.12647;0.00515
620.60476;-0.00051;620.60476;0.00159;620.60476;0.00153;620.60476;0.00164;620.60476;0.00265;620.60476;0.00517
621.08309;-0.00027;621.08309;0.0011;621.08309;0.00146;621.08309;0.00148;621.08309;0.00249;621.08309;0.005
621.56146;-0.00027;621.56146;0.00056;621.56146;0.00131;621.56146;0.00137;621.56146;0.00247;621.56146;0.005
622.03988;-0.00029;622.03988;0.00077;622.03988;0.00171;622.03988;0.00165;622.03988;0.00292;622.03988;0.00475
622.51834;-0.00016;622.51834;0.00098;622.51834;0.0014;622.51834;0.00156;622.51834;0.00279;622.51834;0.00461
622.99685;-0.00043;622.99685;0.00101;622.99685;0.00104;622.99685;0.00119;622.99685;0.00236;622.99685;0.00451
623.4754;-0.0002;623.4754;0.00134;623.4754;0.00138;623.4754;0.00099;623.4754;0.00209;623.4754;0.00444
623.95399;0.00013;623.95399;0.00192;623.95399;0.00167;623.95399;0.00139;623.95399;0.00236;623.95399;0.00454
624.43263;-0.00021;624.43263;0.00168;624.43263;0.00172;624.43263;0.00139;624.43263;0.00212;624.43263;0.00428
624.91131;-0.00073;624.91131;0.00125;624.91131;0.00183;624.91131;0.00136;624.91131;0.00178;624.91131;0.00404
625.39003;-0.00088;625.39003;0.00123;625.39003;0.00203;625.39003;0.00156;625.39003;0.00191;625.39003;0.00413
625.8688;-0.00062;625.8688;0.00159;625.8688;0.00202;625.8688;0.00173;625.8688;0.00229;625.8688;0.00446
626.34761;-0.0006;626.34761;0.00172;626.34761;0.00189;626.34761;0.0017;626.34761;0.00244;626.34761;0.00473
626.82647;-0.00081;626.82647;0.00175;626.82647;0.00196;626.82647;0.00182;626.82647;0.00237;626.82647;0.00485
627.30537;-0.001;627.30537;0.00177;627.30537;0.00202;627.30537;0.00193;627.30537;0.00231;627.30537;0.00498
627.78432;-0.00115;627.78432;0.00152;627.78432;0.00221;627.78432;0.00196;627.78432;0.00241;627.78432;0.00476
628.2633;-0.00126;628.2633;0.00158;628.2633;0.00249;628.2633;0.00186;628.2633;0.0024;628.2633;0.0044
628.74234;-0.00106;628.74234;0.00109;628.74234;0.00257;628.74234;0.002;628.74234;0.00238;628.74234;0.00424
629.22141;-0.00078;629.22141;0.00108;629.22141;0.00231;629.22141;0.00213;629.22141;0.00256;629.22141;0.00479
629.70054;-0.00062;629.70054;0.00107;629.70054;0.00216;629.70054;0.002;629.70054;0.00236;629.70054;0.00482
630.1797;-0.00048;630.1797;0.00161;630.1797;0.00235;630.1797;0.0022;630.1797;0.00267;630.1797;0.00459
630.65891;-0.00042;630.65891;0.0021;630.65891;0.00212;630.65891;0.00214;630.65891;0.00256;630.65891;0.00458
631.13817;-0.00063;631.13817;0.00189;631.13817;0.00217;631.13817;0.00219;631.13817;0.0024;631.13817;0.00448
631.61747;-0.00034;631.61747;0.0019;631.61747;0.00237;631.61747;0.00242;631.61747;0.00275;631.61747;0.00453
632.09681;-0.00071;632.09681;0.00168;632.09681;0.00259;632.09681;0.00209;632.09681;0.00274;632.09681;0.00456
632.5762;-0.00069;632.5762;0.00173;632.5762;0.00269;632.5762;0.00203;632.5762;0.00289;632.5762;0.00453
633.05563;-0.00068;633.05563;0.00124;633.05563;0.00211;633.05563;0.00168;633.05563;0.00278;633.05563;0.00434
633.5351;-0.00099;633.5351;0.00086;633.5351;0.00165;633.5351;0.00155;633.5351;0.00239;633.5351;0.00421
634.01463;-0.00126;634.01463;0.0005;634.01463;0.00137;634.01463;0.00153;634.01463;0.0021;634.01463;0.00375
634.49419;-0.00162;634.49419;0.00039;634.49419;0.00143;634.49419;0.00194;634.49419;0.00235;634.49419;0.00345
634.9738;-0.00216;634.9738;0.0003;634.9738;0.001;634.9738;0.00134;634.9738;0.00219;634.9738;0.00304
635.45346;-0.002;635.45346;0.00047;635.45346;0.00078;635.45346;0.00109;635.45346;0.00184;635.45346;0.00281
635.93316;-0.00135;635.93316;0.00046;635.93316;0.00116;635.93316;0.00127;635.93316;0.00202;635.93316;0.0032
636.4129;-0.00103;636.4129;0.00066;636.4129;0.0014;636.4129;0.00129;636.4129;0.00213;636.4129;0.0034
636.89269;-0.00099;636.89269;0.00058;636.89269;0.00146;636.89269;0.00114;636.89269;0.00203;636.89269;0.00325
637.37252;-0.00124;637.37252;0.00057;637.37252;0.00145;637.37252;0.00062;637.37252;0.00191;637.37252;0.00316
637.8524;-0.0014;637.8524;0.0003;637.8524;0.00119;637.8524;0.00046;637.8524;0.00165;637.8524;0.00306
638.33233;-0.00132;638.33233;0.00044;638.33233;0.00075;638.33233;0.0004;638.33233;0.0014;638.33233;0.00325
638.81229;-0.0011;638.81229;0.00044;638.81229;0.00021;638.81229;0.00004;638.81229;0.00071;638.81229;0.00342
639.29231;-0.00101;639.29231;0.00085;639.29231;0.00045;639.29231;0.00034;639.29231;0.00115;639.29231;0.00353
639.77237;-0.00095;639.77237;0.00099;639.77237;0.00086;639.77237;0.00071;639.77237;0.00167;639.77237;0.00396
640.25247;-0.00085;640.25247;0.00081;640.25247;0.00146;640.25247;0.00112;640.25247;0.00203;640.25247;0.00393
640.73262;-0.00095;640.73262;0.0009;640.73262;0.00234;640.73262;0.00172;640.73262;0.00216;640.73262;0.00403
641.21281;-0.00069;641.21281;0.00089;641.21281;0.00257;641.21281;0.00205;641.21281;0.00233;641.21281;0.00437
641.69305;-0.00032;641.69305;0.00126;641.69305;0.0027;641.69305;0.00225;641.69305;0.00274;641.69305;0.00467
642.17333;-0.00058;642.17333;0.001;642.17333;0.00216;642.17333;0.00206;642.17333;0.00242;642.17333;0.00438
642.65366;-0.00098;642.65366;0.00054;642.65366;0.00119;642.65366;0.00096;642.65366;0.00133;642.65366;0.00351
643.13403;-0.0014;643.13403;0.00044;643.13403;0.00056;643.13403;0.00042;643.13403;0.00059;643.13403;0.00277
643.61445;-0.00103;643.61445;0.00084;643.61445;0.00093;643.61445;0.00073;643.61445;0.00113;643.61445;0.00281
644.09492;-0.00077;644.09492;0.00124;644.09492;0.00128;644.09492;0.00071;644.09492;0.00115;644.09492;0.00268
644.57542;-0.00066;644.57542;0.00091;644.57542;0.0012;644.57542;0.00079;644.57542;0.00125;644.57542;0.0027
645.05598;-0.00136;645.05598;0.00029;645.05598;0.00068;645.05598;0.00031;645.05598;0.00093;645.05598;0.00274
645.53658;-0.00156;645.53658;0.00053;645.53658;0.00069;645.53658;0.00032;645.53658;0.00071;645.53658;0.0028
646.01722;-0.00141;646.01722;0.00048;646.01722;0.00081;646.01722;0.00047;646.01722;0.00049;646.01722;0.00311
646.49791;-0.00191;646.49791;0.00046;646.49791;0.00049;646.49791;0.00031;646.49791;0.00032;646.49791;0.00298
646.97865;-0.0021;646.97865;0.00027;646.97865;0.00033;646.97865;0.00004;646.97865;0.00032;646.97865;0.00267
647.45943;-0.00173;647.45943;0.00051;647.45943;0.00067;647.45943;0.0001;647.45943;0.00094;647.45943;0.00311
647.94026;-0.00166;647.94026;0.00062;647.94026;0.00074;647.94026;-0.00008;647.94026;0.00101;647.94026;0.0032
648.42113;-0.00122;648.42113;0.00103;648.42113;0.00125;648.42113;0.0003;648.42113;0.00133;648.42113;0.00332
648.90205;-0.00105;648.90205;0.001;648.90205;0.00116;648.90205;0.0006;648.90205;0.00137;648.90205;0.00322
649.38301;-0.00072;649.38301;0.00085;649.38301;0.00128;649.38301;0.00088;649.38301;0.00154;649.38301;0.00356
649.86402;-0.00059;649.86402;0.00066;649.86402;0.00181;649.86402;0.0015;649.86402;0.00179;649.86402;0.00425
650.34508;-0.00079;650.34508;0.00099;650.34508;0.00216;650.34508;0.0017;650.34508;0.00191;650.34508;0.00403
650.82618;-0.00133;650.82618;0.00116;650.82618;0.00214;650.82618;0.00137;650.82618;0.00182;650.82618;0.00363
651.30732;-0.00195;651.30732;0.00093;651.30732;0.00168;651.30732;0.00081;651.30732;0.00111;651.30732;0.00314
651.78851;-0.00174;651.78851;0.00101;651.78851;0.00131;651.78851;0.00039;651.78851;0.0007;651.78851;0.00309
652.26975;-0.00169;652.26975;0.00069;652.26975;0.00084;652.26975;0.00053;652.26975;0.00062;652.26975;0.00311
652.75104;-0.00204;652.75104;0.00033;652.75104;0.00044;652.75104;0.00058;652.75104;0.00054;652.75104;0.00305
653.23237;-0.00165;653.23237;0.00023;653.23237;0.00043;653.23237;0.0006;653.23237;0.00067;653.23237;0.00302
653.71374;-0.00135;653.71374;0.00031;653.71374;0.00065;653.71374;0.00043;653.71374;0.00088;653.71374;0.0028
654.19516;-0.00105;654.19516;0.00063;654.19516;0.00125;654.19516;0.00076;654.19516;0.00104;654.19516;0.00317
654.67663;-0.00089;654.67663;0.00094;654.67663;0.00147;654.67663;0.00086;654.67663;0.00118;654.67663;0.00315
655.15814;-0.0011;655.15814;0.00085;655.15814;0.00123;655.15814;0.00051;655.15814;0.00093;655.15814;0.0029
655.6397;-0.00083;655.6397;0.00121;655.6397;0.00136;655.6397;0.00075;655.6397;0.00095;655.6397;0.00318
656.12131;-0.00061;656.12131;0.00144;656.12131;0.00129;656.12131;0.00089;656.12131;0.00124;656.12131;0.00333
656.60296;-0.00102;656.60296;0.00108;656.60296;0.0012;656.60296;0.00094;656.60296;0.00126;656.60296;0.00332
657.08465;-0.00153;657.08465;0.00048;657.08465;0.00081;657.08465;0.00078;657.08465;0.00085;657.08465;0.00283
