muertra 1;1mol;muestra 2;2mol;muestra 3;5mol;;6mol;;8mol;incognita;
lambda_1;abs_1;lambda_2;abs_2;lambda_5;abs_5;lambda_6;abs_6;lambda_8;abs_8;lambda_i;abs_i
764.23809;-0.00156;764.23809;-0.00111;764.23809;0.00093;764.23809;-0.00049;764.23809;-0.0015;764.23809;0.00041
764.73078;-0.00141;764.73078;-0.00114;764.73078;0.00081;764.73078;-0.00016;764.73078;-0.00132;764.73078;0.00101
765.22353;-0.0014;765.22353;-0.00118;765.22353;0.00083;765.22353;-0.00031;765.22353;-0.00132;765.22353;0.00144
765.71633;-0.00147;765.71633;-0.00127;765.71633;0.00043;765.71633;-0.00049;765.71633;-0.00159;765.71633;0.0009
766.20918;-0.00136;766.20918;-0.00129;766.20918;0.00024;766.20918;-0.00063;766.20918;-0.00194;766.20918;0.00035
766.70209;-0.00081;766.70209;-0.0008;766.70209;0.0006;766.70209;-0.00035;766.70209;-0.00169;766.70209;0.00016
767.19505;-0.00061;767.19505;-0.00048;767.19505;0.00076;767.19505;-0.00027;767.19505;-0.00162;767.19505;-0.00015
767.68806;-0.00074;767.68806;-0.0003;767.68806;0.00101;767.68806;-0.00018;767.68806;-0.00129;767.68806;-0.00021
768.18113;-0.00108;768.18113;-0.00017;768.18113;0.00112;768.18113;-0.0003;768.18113;-0.00107;768.18113;-0.00045
768.67425;-0.00113;768.67425;-0.00019;768.67425;0.00093;768.67425;-0.00042;768.67425;-0.00096;768.67425;-0.00028
769.16743;-0.00116;769.16743;-0.00027;769.16743;0.00031;769.16743;-0.00092;769.16743;-0.00129;769.16743;-0.00016
769.66066;-0.0006;769.66066;0.0001;769.66066;0.00011;769.66066;-0.00106;769.66066;-0.0014;769.66066;0.00033
770.15394;-0.00058;770.15394;0.00003;770.15394;-0.00001;770.15394;-0.00115;770.15394;-0.00151;770.15394;0.00032
770.64728;-0.001;770.64728;-0.00036;770.64728;-0.00004;770.64728;-0.00135;770.64728;-0.00163;770.64728;0.00027
771.14067;-0.00105;771.14067;-0.00072;771.14067;0;771.14067;-0.00127;771.14067;-0.00156;771.14067;0.00065
771.63411;-0.00107;771.63411;-0.00063;771.63411;0.00028;771.63411;-0.00087;771.63411;-0.00127;771.63411;0.00082
772.12761;-0.00106;772.12761;-0.00048;772.12761;0.00049;772.12761;-0.00077;772.12761;-0.00147;772.12761;0.00052
772.62116;-0.00109;772.62116;-0.0003;772.62116;0.00082;772.62116;-0.00038;772.62116;-0.00135;772.62116;0.00026
773.11477;-0.00122;773.11477;-0.00034;773.11477;0.00103;773.11477;0.00014;773.11477;-0.00123;773.11477;0.00033
773.60843;-0.00184;773.60843;-0.00066;773.60843;0.0007;773.60843;-0.00025;773.60843;-0.00166;773.60843;-0.00005
774.10214;-0.00254;774.10214;-0.00099;774.10214;-0.0001;774.10214;-0.0009;774.10214;-0.00222;774.10214;-0.00069
774.59591;-0.00265;774.59591;-0.00119;774.59591;-0.00062;774.59591;-0.00134;774.59591;-0.00249;774.59591;-0.00119
775.08973;-0.00222;775.08973;-0.00126;775.08973;-0.00059;775.08973;-0.00132;775.08973;-0.00239;775.08973;-0.00092
775.58361;-0.00208;775.58361;-0.0011;775.58361;-0.00032;775.58361;-0.00118;775.58361;-0.00222;775.58361;-0.00047
776.07754;-0.00193;776.07754;-0.00106;776.07754;0.00006;776.07754;-0.00103;776.07754;-0.00179;776.07754;-0.00005
776.57152;-0.00198;776.57152;-0.00112;776.57152;0.00055;776.57152;-0.00056;776.57152;-0.00163;776.57152;0.00002
777.06556;-0.00175;777.06556;-0.00109;777.06556;0.00125;777.06556;0.00016;777.06556;-0.0011;777.06556;0.00035
777.55965;-0.00125;777.55965;-0.00108;777.55965;0.00145;777.55965;0.00054;777.55965;-0.00058;777.55965;0.00084
778.0538;-0.00083;778.0538;-0.00095;778.0538;0.00139;778.0538;0.00059;778.0538;-0.0008;778.0538;0.00105
778.548;-0.00092;778.548;-0.00119;778.548;0.00073;778.548;0.00006;778.548;-0.00139;778.548;0.0006
779.04225;-0.00107;779.04225;-0.00142;779.04225;0.00019;779.04225;-0.00047;779.04225;-0.00176;779.04225;0.00024
779.53656;-0.00121;779.53656;-0.00161;779.53656;0.00001;779.53656;-0.00086;779.53656;-0.00232;779.53656;-0.00016
780.03093;-0.00148;780.03093;-0.00157;780.03093;-0.00002;780.03093;-0.00103;780.03093;-0.00251;780.03093;-0.00051
780.52535;-0.00145;780.52535;-0.00109;780.52535;0.0001;780.52535;-0.0009;780.52535;-0.00229;780.52535;-0.00044
781.01982;-0.0018;781.01982;-0.00099;781.01982;-0.00003;781.01982;-0.00069;781.01982;-0.00219;781.01982;-0.00053
781.51435;-0.00182;781.51435;-0.00102;781.51435;-0.00001;781.51435;-0.00065;781.51435;-0.0018;781.51435;-0.00055
782.00893;-0.00173;782.00893;-0.00097;782.00893;-0.00009;782.00893;-0.00066;782.00893;-0.00168;782.00893;-0.00058
782.50357;-0.00165;782.50357;-0.00102;782.50357;-0.00002;782.50357;-0.00054;782.50357;-0.00186;782.50357;-0.00023
782.99826;-0.0012;782.99826;-0.00059;782.99826;0.00058;782.99826;-0.00019;782.99826;-0.00168;782.99826;0.00036
783.493;-0.001;783.493;-0.0005;783.493;0.00089;783.493;0.00025;783.493;-0.00129;783.493;0.00075
783.98781;-0.00102;783.98781;-0.00082;783.98781;0.00075;783.98781;0.00023;783.98781;-0.00122;783.98781;0.00104
784.48266;-0.00124;784.48266;-0.00116;784.48266;0.00088;784.48266;-0.00019;784.48266;-0.00156;784.48266;0.00083
784.97757;-0.00135;784.97757;-0.00112;784.97757;0.00093;784.97757;-0.00013;784.97757;-0.00178;784.97757;0.00082
785.47254;-0.00159;785.47254;-0.00131;785.47254;0.0006;785.47254;-0.00051;785.47254;-0.00215;785.47254;0.00041
785.96755;-0.00156;785.96755;-0.00134;785.96755;0.0003;785.96755;-0.00055;785.96755;-0.00225;785.96755;0.00045
786.46263;-0.00117;786.46263;-0.00101;786.46263;0.00038;786.46263;-0.00041;786.46263;-0.00193;786.46263;0.00074
786.95776;-0.00102;786.95776;-0.0011;786.95776;0.00008;786.95776;-0.00048;786.95776;-0.00199;786.95776;0.00074
787.45294;-0.00073;787.45294;-0.00114;787.45294;-0.00009;787.45294;-0.00056;787.45294;-0.00184;787.45294;0.00068
787.94818;-0.00075;787.94818;-0.00106;787.94818;0.00019;787.94818;-0.0005;787.94818;-0.00171;787.94818;0.00079
788.44348;-0.00083;788.44348;-0.00097;788.44348;0.00017;788.44348;-0.00047;788.44348;-0.00161;788.44348;0.0008
788.93882;-0.00087;788.93882;-0.00067;788.93882;0.00037;788.93882;-0.00038;788.93882;-0.00115;788.93882;0.00093
789.43423;-0.001;789.43423;-0.0008;789.43423;0.00054;789.43423;-0.00026;789.43423;-0.00097;789.43423;0.00068
789.92969;-0.00117;789.92969;-0.00066;789.92969;0.00063;789.92969;-0.00012;789.92969;-0.00124;789.92969;0.0004
790.4252;-0.00106;790.4252;-0.00036;790.4252;0.00069;790.4252;0.00004;790.4252;-0.00155;790.4252;0.00025
790.92077;-0.00048;790.92077;0.00009;790.92077;0.00064;790.92077;0.00012;790.92077;-0.00177;790.92077;0.00027
791.41639;-0.00052;791.41639;0.00023;791.41639;0.00048;791.41639;0.00022;791.41639;-0.00189;791.41639;0.00025
791.91207;-0.00099;791.91207;0.00005;791.91207;0.00051;791.91207;0.00028;791.91207;-0.00215;791.91207;0.0003
792.40781;-0.00126;792.40781;-0.00026;792.40781;0.0007;792.40781;0.00025;792.40781;-0.00202;792.40781;0.00047
792.9036;-0.00133;792.9036;-0.0008;792.9036;0.00075;792.9036;0.00018;792.9036;-0.00177;792.9036;0.00036
793.39944;-0.00159;793.39944;-0.00123;793.39944;0.0003;793.39944;-0.00019;793.39944;-0.00193;793.39944;0.00014
793.89534;-0.0018;793.89534;-0.00164;793.89534;-0.00018;793.89534;-0.00071;793.89534;-0.00212;793.89534;-0.00004
794.3913;-0.0018;794.3913;-0.00161;794.3913;-0.00006;794.3913;-0.00069;794.3913;-0.0022;794.3913;0
794.88731;-0.00202;794.88731;-0.00151;794.88731;0.00054;794.88731;-0.00049;794.88731;-0.0022;794.88731;0.00003
795.38338;-0.00179;795.38338;-0.00105;795.38338;0.00098;795.38338;-0.00001;795.38338;-0.00178;795.38338;0.00041
795.8795;-0.00154;795.8795;-0.00079;795.8795;0.00102;795.8795;0.00019;795.8795;-0.00141;795.8795;0.00047
796.37568;-0.0014;796.37568;-0.00064;796.37568;0.0011;796.37568;-0.00004;796.37568;-0.00173;796.37568;0.00066
796.87191;-0.00101;796.87191;-0.0006;796.87191;0.00127;796.87191;0.00019;796.87191;-0.00166;796.87191;0.00098
797.3682;-0.00067;797.3682;-0.00063;797.3682;0.0013;797.3682;0.00016;797.3682;-0.00164;797.3682;0.00106
797.86454;-0.0006;797.86454;-0.00083;797.86454;0.00122;797.86454;-0.00016;797.86454;-0.00169;797.86454;0.00096
798.36094;-0.00049;798.36094;-0.0007;798.36094;0.00133;798.36094;-0.00009;798.36094;-0.00161;798.36094;0.00111
798.8574;-0.00052;798.8574;-0.00051;798.8574;0.00107;798.8574;-0.00008;798.8574;-0.00185;798.8574;0.00074
799.35391;-0.00108;799.35391;-0.00087;799.35391;0.00092;799.35391;-0.00047;799.35391;-0.00232;799.35391;0.00008
799.85048;-0.00125;799.85048;-0.00083;799.85048;0.00105;799.85048;-0.00033;799.85048;-0.00233;799.85048;0
800.3471;-0.00095;800.3471;-0.00057;800.3471;0.00151;800.3471;0.00005;800.3471;-0.00194;800.3471;0.00039
800.84378;-0.00058;800.84378;-0.00044;800.84378;0.00169;800.84378;0.00041;800.84378;-0.00142;800.84378;0.0006
801.34051;-0.00013;801.34051;-0.00033;801.34051;0.00169;801.34051;0.00058;801.34051;-0.00109;801.34051;0.00077
801.8373;-0.00049;801.8373;-0.00065;801.8373;0.00178;801.8373;0.00068;801.8373;-0.00097;801.8373;0.00039
802.33415;-0.001;802.33415;-0.00125;802.33415;0.00149;802.33415;0.00064;802.33415;-0.00089;802.33415;-0.00003
802.83105;-0.00105;802.83105;-0.00153;802.83105;0.00138;802.83105;0.00058;802.83105;-0.00089;802.83105;-0.00038
803.32801;-0.00135;803.32801;-0.00184;803.32801;0.00122;803.32801;0.00021;803.32801;-0.00159;803.32801;-0.00064
803.82502;-0.0015;803.82502;-0.00188;803.82502;0.00109;803.82502;-0.00004;803.82502;-0.00182;803.82502;-0.00054
804.32209;-0.00153;804.32209;-0.00187;804.32209;0.00101;804.32209;-0.00017;804.32209;-0.00229;804.32209;-0.0005
804.81922;-0.00181;804.81922;-0.0017;804.81922;0.00085;804.81922;-0.00036;804.81922;-0.00253;804.81922;-0.00047
805.3164;-0.00169;805.3164;-0.00134;805.3164;0.00096;805.3164;-0.00037;805.3164;-0.00273;805.3164;-0.00018
805.81364;-0.00145;805.81364;-0.00102;805.81364;0.001;805.81364;-0.00053;805.81364;-0.00267;805.81364;0
806.31093;-0.00132;806.31093;-0.00088;806.31093;0.00058;806.31093;-0.0009;806.31093;-0.00304;806.31093;0.00016
806.80828;-0.00108;806.80828;-0.00077;806.80828;0.00044;806.80828;-0.00075;806.80828;-0.00302;806.80828;0.00031
807.30569;-0.0012;807.30569;-0.00071;807.30569;0.00078;807.30569;-0.00031;807.30569;-0.00291;807.30569;0.00038
807.80315;-0.00117;807.80315;-0.0009;807.80315;0.00075;807.80315;-0.00039;807.80315;-0.00307;807.80315;0.00009
808.30067;-0.00112;808.30067;-0.00098;808.30067;0.00069;808.30067;-0.0003;808.30067;-0.00344;808.30067;0.00007
808.79824;-0.00109;808.79824;-0.00106;808.79824;0.00115;808.79824;-0.00008;808.79824;-0.00354;808.79824;0.0002
809.29588;-0.00123;809.29588;-0.00116;809.29588;0.00142;809.29588;0.00004;809.29588;-0.00361;809.29588;0.00012
809.79356;-0.00113;809.79356;-0.00128;809.79356;0.00151;809.79356;0.00008;809.79356;-0.00355;809.79356;0.00013
810.29131;-0.00112;810.29131;-0.00149;810.29131;0.00155;810.29131;0.00002;810.29131;-0.00353;810.29131;0.00019
810.78911;-0.00085;810.78911;-0.00137;810.78911;0.00172;810.78911;0.00018;810.78911;-0.00295;810.78911;0.00034
811.28697;-0.00101;811.28697;-0.00138;811.28697;0.0018;811.28697;0.00018;811.28697;-0.00272;811.28697;0.00035
811.78488;-0.0012;811.78488;-0.00119;811.78488;0.0016;811.78488;0.00009;811.78488;-0.00269;811.78488;0.00028
812.28285;-0.00111;812.28285;-0.00121;812.28285;0.0015;812.28285;-0.00002;812.28285;-0.00277;812.28285;0.00033
812.78088;-0.00124;812.78088;-0.00095;812.78088;0.00142;812.78088;-0.00022;812.78088;-0.00267;812.78088;0.00055
813.27896;-0.00136;813.27896;-0.00036;813.27896;0.00132;813.27896;-0.0004;813.27896;-0.0025;813.27896;0.00102
813.7771;-0.00134;813.7771;-0.00045;813.7771;0.00109;813.7771;-0.00057;813.7771;-0.00262;813.7771;0.0011
814.2753;-0.00138;814.2753;-0.0005;814.2753;0.00092;814.2753;-0.00073;814.2753;-0.00274;814.2753;0.0011
814.77355;-0.00136;814.77355;-0.00076;814.77355;0.00063;814.77355;-0.00084;814.77355;-0.00297;814.77355;0.00106
815.27186;-0.00124;815.27186;-0.00094;815.27186;0.00057;815.27186;-0.00069;815.27186;-0.00268;815.27186;0.00111
815.77023;-0.00108;815.77023;-0.00083;815.77023;0.0007;815.77023;-0.00075;815.77023;-0.00273;815.77023;0.00112
816.26865;-0.00083;816.26865;-0.00102;816.26865;0.0012;816.26865;-0.00058;816.26865;-0.00272;816.26865;0.00094
816.76713;-0.00046;816.76713;-0.00102;816.76713;0.00145;816.76713;-0.0003;816.76713;-0.0025;816.76713;0.00066
817.26567;-0.0003;817.26567;-0.00138;817.26567;0.00091;817.26567;-0.0005;817.26567;-0.00276;817.26567;0.00031
817.76426;-0.00038;817.76426;-0.0016;817.76426;0.00059;817.76426;-0.00072;817.76426;-0.00279;817.76426;-0.0001
818.26291;-0.00072;818.26291;-0.00164;818.26291;0.00035;818.26291;-0.00067;818.26291;-0.00261;818.26291;-0.00041
818.76162;-0.00098;818.76162;-0.00147;818.76162;0.00062;818.76162;-0.00048;818.76162;-0.00228;818.76162;-0.00027
819.26038;-0.00106;819.26038;-0.00148;819.26038;0.00091;819.26038;-0.00033;819.26038;-0.00197;819.26038;-0.00017
819.75921;-0.00139;819.75921;-0.00159;819.75921;0.00099;819.75921;-0.00039;819.75921;-0.00199;819.75921;0.00009
820.25809;-0.00182;820.25809;-0.00167;820.25809;0.00076;820.25809;-0.00076;820.25809;-0.00237;820.25809;0.00006
820.75702;-0.00199;820.75702;-0.00172;820.75702;0.0001;820.75702;-0.00136;820.75702;-0.00291;820.75702;-0.00007
821.25602;-0.00176;821.25602;-0.00165;821.25602;-0.00015;821.25602;-0.00176;821.25602;-0.00316;821.25602;0
821.75507;-0.00168;821.75507;-0.0017;821.75507;-0.00037;821.75507;-0.00198;821.75507;-0.00354;821.75507;-0.00006
822.25417;-0.00148;822.25417;-0.00134;822.25417;-0.00016;822.25417;-0.00163;822.25417;-0.00339;822.25417;0.00016
822.75334;-0.0011;822.75334;-0.00136;822.75334;0.00014;822.75334;-0.00092;822.75334;-0.00328;822.75334;0.00023
823.25256;-0.00103;823.25256;-0.0012;823.25256;0.00022;823.25256;-0.00066;823.25256;-0.00328;823.25256;0.0003
823.75184;-0.00092;823.75184;-0.00132;823.75184;0.00024;823.75184;-0.00078;823.75184;-0.00324;823.75184;0.00046
